,hash,update-inplace,update-normal
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,1.7162135078106076,2.7407867352012545
1,60df9b1eb6375e3decf12ba7506404c46af0469a,1.7316879194695503,2.732359824469313
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,1.7205298088956624,2.7317733766976744
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,1.7269180102739483,2.730444699525833
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,1.7379797552712262,2.735370523063466
5,8ae543cb13769a0afa6e176898824db7fd992d27,1.7467785915359855,2.730123422574252
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,1.7389586183708161,2.7467246416490525
7,c9a83043c0669fd17306843eb21abd236b675537,1.7520510798785836,2.7356111519038677
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,1.7436539095360786,2.7166506238281727
9,a280f5e5d725de732a906b67172114b263ac3bfa,1.7133945105597377,2.7453174446709454
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,1.7173068651463836,2.7176242587156594
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,1.6992391371168196,2.710739581147209
12,537d35c2cf49cae0a496c37564fa282ec80e3695,1.7071129700634629,2.7355226525105536
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,1.7096446773502976,2.7241980663966388
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.6828211154788733,2.7114382521249354
15,175476fec763984573e60485a447978cbcb381c0,1.7054253974929452,2.7077242915984243
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,1.7101350913289934,2.716318724444136
17,93240e0d8ea23644a5b7874037e658c54966ff54,1.703518090536818,2.7155622805003077
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,1.7128309113904834,2.705818793270737
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,1.6838548416271806,2.721892799017951
20,ade91ea2f28284668fbf78971538ac4827d653b8,1.6943444644566625,2.711151956114918
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,1.703212572960183,2.7271993728354573
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,1.7051209639757872,2.730176888871938
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,1.7229442915413529,2.7137102489359677
24,aab7993af0f6f3b9ac0d76952933b19163d65496,1.6874182971660048,2.707731739152223
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,1.6964919238816947,2.7114317037630826
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,1.7144093960523605,2.7167568157892674
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,1.714350001886487,2.726330431178212
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,1.7450025596190244,2.7466375399380922
29,d9347181d825d9426e783cfeafee304735bd25aa,1.7661242028698325,2.7451660400256515
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,1.7787491821218282,2.744791960576549
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,1.8559913008939475,2.833713075844571
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,1.780550331575796,2.7489516951609403
33,deb4be85025088553d80d6637dbc17d7f8101f41,1.7806234618183225,2.752829479984939
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,1.7919842295814306,2.760527694830671
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,1.7962563508190215,2.7446483825333416
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,1.8003793091047555,2.7371282291132957
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,1.7993009248748422,2.749653063947335
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,1.8080655243247747,2.731383422622457
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,1.778686105273664,2.739030009135604
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,1.7919150553643703,2.729835926089436
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.8117003550287336,2.778992033097893
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.8058738461695611,2.757488939911127
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.7961450144648552,2.7548106689937413
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.78338388283737,2.7597351162694395
45,71555c48be7f07833bd540dacb50deb8069b551f,1.7989145806059241,2.7368577492889017
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,1.8094710514415056,2.781989750918001
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,1.7854785125236958,2.7382907473947853
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,1.7956880768761039,2.753778219455853
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,1.8022699316497892,2.767077055061236
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,1.8100352543406188,2.7734233108349144
51,fca7a15f30776ebce9e6814eb927e837f567a518,1.796402542386204,2.7555857091210783
52,26311ed7bf80e02c827189e80084602d72e4f284,1.7958391176071018,2.753806199878454
53,b5e01bcb668da0413170a886c258e00d2540e752,1.7940409602597356,2.745106751099229
54,ab30683fe1277a7fd471be63975a02ed8d766f94,1.8004380103666335,2.757959414506331
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,1.7780631086789072,2.7430114338640124
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,1.80680185649544,2.7536548231728375
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,1.7663790215738118,2.7446625498123467
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,1.799875193508342,2.7434133586939424
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,1.7962860555853695,2.752016104524955
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,1.8036693709436804,2.758339896565303
61,85d64e375f53f6028519d3aaad0b421934dcbe24,1.80880167032592,2.7720543988980353
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,1.8131100395694375,2.758450183784589
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,1.803482778603211,2.752582732355222
64,06da877ceae914a875bd1a55cd8e271332358803,1.8083074789028615,2.7552057784050703
65,8529dfaaec65248420faffe095bac03c23881735,1.8150550182908773,2.7447994225658476
66,171a3e5811e43643788c20075be9ba52efb83b81,1.8118901941925287,2.760091330157593
67,5bf9ab98edd254dee1162d6f1863053e040cf828,1.806431931676343,2.7449827797245234
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,1.8071801455225796,2.7637830765452236
69,37a1ad069a800f5ef98286f25fb3fb632375168d,1.8156171729788184,2.778438459848985
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.829553650226444,2.7801501378417015
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,1.810520575614646,2.7814561200793833
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,1.7743370160460472,2.724814240122214
73,53adf81bc503d749b13160a27e49160c5bbe48d7,1.7226607545744628,2.7264355523511767
74,49e00940a82f9590d774539cd188b634c29fc39f,1.72082774550654,2.7118131928145885
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,1.723554827272892,2.7323535385075957
76,ae88e02a48c4744afd22c63be388870037f3c84c,1.7361474046483636,2.7166287410072982
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,1.74307912401855,2.72705703927204
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,1.7216609986498952,2.7166165322996676
79,a5e5e51187d4476841503ce816924ea99936dba0,1.7619222137145698,2.715887821977958
80,b1e69da5058846e4fbe538c5641597c49f34f9a2,1.7197065828368068,2.6786646011751145
81,388e8197e15403345950edc23ae5fc7a3cb0f644,1.7461033680010587,2.728175846161321
82,9b7e890b014f6ad3b4288246f0565f7afd6eca84,1.7300171335227787,2.7096979776397347
83,96727cf007217256700a1d805569a73d2171f1d5,1.733626767527312,2.7129328006412834
84,330435bb3420d798de08f86bf47287e55cf9e516,1.7146022394299507,2.691732311854139
85,dae4f67c797176c66281101be8f3b4d6c424735c,1.7289084349758923,2.682722297962755
86,615b6a5ef4040e5602a21aa2ff528c90d3ec6dd4,1.7040184778161347,2.681516452226788
87,19b66496e248a4e4954a2a43f7100169a355236f,1.7226041860412806,2.6940878077875823
88,7b4c8731353586b50756be3b5c6e134211840876,1.71594392019324,2.7007480373140424
89,cef4dc9d91d980c3df816de00154a22e96439fa4,1.7157719593960792,2.7121536859776825
90,af0dfce126a1d83cc33b8da9d91bce664f5d5297,1.7280294359661639,2.6885512329172343
91,1bc8dfc55c512c569f8f9de360cf49ace5f2cb39,1.7190310689620674,2.686680576764047
92,8bd5dddda46805928bba355a288815831c50c96c,1.721529143396765,2.7019517975859344
93,abdd996ee5a40889ac627445ebfda19bfec326d0,1.7307814471423626,2.715231035836041
94,74afdda39be21af56b8f9ea9abdb1e8f994e5350,1.7298189429566264,2.6972014368511736
95,491f41acd2c6a0e7886662a2448b3d245ae432a9,1.735492846928537,2.7041602227836847
96,1f9ab28a9ee5a0cda956da35d0c77a3a4c4bcd55,1.753198812250048,2.705781070049852
97,0437b83a931c5cc24296deecaa52d825e4d377e1,1.7234600931406021,2.695033438503742
98,2eedaa4cf94cf54bbd4d8428aa39271410f22e9f,1.712954572867602,2.691395533271134
99,8a1592844f98e26a181ab2c1fc8f2e6fd3647f00,1.7209388297051191,2.694565445650369
100,cd02ddc9c0ea2b7f5f879c0564709eabcec6f1af,1.731261573266238,2.7082642363384366
101,4edd4375472f23c43048e078ba2db1826957f0e7,1.7197150592692196,2.699453950393945
102,60f539b37514a9eb13c1ebfb8a252934f9084d30,1.7344011017121375,2.739163995720446
103,4d2b5850488013319ff8354a1e764a0a2064fe63,1.7146458197385073,2.693230143748224
104,5eff78bb16df99ffe2e9cad86c4ec649893c0646,1.7232333249412477,2.710301355458796
105,df40e550d442e910826e4817d38cebb902f48d77,1.7449004449881613,2.718437423929572
106,760800d2c602b1c4e1a10d3a0ba12944df28cc73,1.7122282371856272,2.7225265791639686
107,f1a247f9952085db72c3f8248f8336a0961d825c,1.7204147698357701,2.725385611411184
108,473a68a53028f8a24b88bb9fc08b38dc3b69800e,1.7200560923665762,2.7113960403949022
109,3963ed0ea4e7d89174b1e992d84b47c0751f533f,1.7246581944637,2.694308475125581
110,9b1acd42e8d4cfd476dc97b8d5bfe12b0c229d9d,1.7257081242278218,2.7151166549883783
111,de446a536903f906969a1c5860a32ba11078a5ae,1.7350609013810754,2.6946290894411504
112,b2545d01be561f7f8bb71c6064ba48de3d3e8dc1,1.7626083325594664,2.703757439740002
113,b6c7048bfd72a999f0cd948a346de94fe13f8123,1.733631482347846,2.7159988251514733
114,670ac4fc50e82f6f162b2dd776de2ef28fac2a4f,1.7405718839727342,2.708375127054751
115,124dc4ebed8b805206e9ec1f25963877011ed93a,1.726076481398195,2.6803287123329937
116,a7adfda540f88d765f10ae8963abe4ae43cbfb34,1.7148167514242232,2.751943627372384
117,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,1.738987951503077,2.6984591055006604
118,3cdc3ffb779733e7d9136ecb66a22bce31021c6b,1.7377232484996057,2.697087510003257
119,40fad321343dd8a28129c668c8037a35e9b33989,1.725443120492855,2.703691868009628
120,acba24414487e0e171bedbc8d1ae3cfc63f4b2c7,1.7298401144944364,2.717508789508429
121,e6c2765d428bdce57b6d5bf0554d177ab0b45bf5,1.7283620240050368,2.700095906970091
122,7eaac94d183888639422c7b55471613f1d5bce18,1.719724306021817,2.711845320503926
123,62991d50511f75e58c4c57f40e84de25a8d7e7dd,1.735302437999053,2.6926419984956738
124,94d3302039856667988f82d637f9a35998d19a79,1.7345295934937894,2.7138776389765553
125,eb167a3fe540780f397a14817f54a95333fbcc6c,1.708995192515431,2.690479520999361
126,cea994fac86dbc5af7bee3f15fc5b475a99163fa,1.7381668860034551,2.7074688365100883
127,917c6f18ba6691bd29e7e103b65dff75af735faf,1.746764807990985,2.7269662894832436
128,84ddedadaee13fe22cc36a0c67c3cb73e818ee9f,1.7158206824678928,2.6990704644995276
129,e180d2aec3fe18bfc5ad1505659a23003929c76e,1.724354550940916,2.6898840230423957
130,2fd9ff8277ad25aa386c3432b6ebc35322879d91,1.7128911719773896,2.7007819844875485
131,3296617cc4c0d4a82520caa411050f7c0aeb9aa5,1.734652376966551,2.701129522989504
132,6894bbc6d396b87464cbc21516d239d5f94f13b7,1.7042144130100496,2.69175209000241
133,d5064d4ab5152c71c4b639fe581cc80b74a103e4,1.7485341929714195,2.7118039884371683
134,1b3543cc456c352df8550ae2f0db0a5cfe422f35,1.716826312476769,2.6970769924810156
135,9331e55b0c16d9b8611132a4ce0fd24e52d6e629,1.7244744795025326,2.6997492384980433
136,91411eea6306d5b9aabab4b5abf5a16df4c3396b,1.7311083105159923,2.7072670480119996
137,459bfb4af46de23e01e215784520aa2b81393dfe,1.7132451995275915,2.7097580854897387
138,0c32bb4140215f99b935eae9001eabb10e3c47dc,1.734298883995507,2.7054022179800086
139,901211eddd5e17c8c7c85bc5f791679559d4efb5,1.7245110949734226,2.708647662017029
140,ff4cfe7ecd46ee15fd88297964f6a5cb5423c291,1.729429947445169,2.6876731229713187
141,31ff7f34809c5d1b9c35de8ccea262d8f480bbef,1.7132009210181423,2.6833711665240116
142,5db7e2e6f805c180a0f117c6faa204f757b512ca,1.7282126700738445,2.6825690254336223
143,2c36dbbd6dd13b449c43dca85493f94022f19f9d,1.7267283655237406,2.69499678601278
144,8087e1de04d011f7ce66bf80dbef4a0599b14f7a,1.7234304059529677,2.701643281499855
145,24192935730d6dbb24e3d11b7f40f309b786c0ad,1.7269217090215534,2.6989083165535703
146,105e175a7708a05886d06a24ed2b60bdd6cf329c,1.7206790558993816,2.699513116502203
147,9da90debf54029a50502fd759c8de56f2dc47129,1.723570599569939,2.6815867205150425
148,928425156abfa65a613fac016f86d6a3b6c03768,1.715072663500905,2.6860516810556874
149,5a59087fa5badc20e2cd5264f7cfc6911fc6fb12,1.7334718784550205,2.7054444635286927
150,c9bfd4eb68e61c67aa27ed0cb2788f60d11cf354,1.7129285973496735,2.7042620250722393
151,2e9169601aff252a661b845399ec61c3e575407f,1.7235776454908773,2.689626171020791
152,59a97520cf0aa68b92a775d809e1cb67d886b50c,1.7326383119216189,2.6925464081577957
153,b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,1.7172513630939648,2.6927045040065423
154,ef0957302c6383524448cef2cd4cf18c7da18ea8,1.7404752959264442,2.7181335454806685
155,5cfc2d3ca06fb6afc95c16db172f710ed6e7eed4,1.7542288654949516,2.7069571574684232
156,aba1b4a7864752b005c9f5d1bd58fa02e08ccff4,1.7280887810047716,2.695662211510353
157,32f382c86f384a02eeb87f67fea806e6b9961b5c,1.7155907680280507,2.687008638982661
158,33351f646e0b523139fbba4986eba54a3bfe55a7,1.7226029830053449,2.6873434419976547
159,90133e16d02c67206e350ce222d76f938596706f,1.7142883309861645,2.6907984860008582
160,26527695f9ee7b7bc3fdd3af67d7e8b068cb1e0b,1.71798861597199,2.6788226291537285
161,5b16107a537c0ebd2e4517c02ecfb9a24f54c827,1.7225707470206544,2.698984744027257
162,cd3b44d5f0915245138d44fdb3ee376601e34716,1.7370603680610657,2.719450946082361
163,f77c5e83c07985aacbddb89525785a3f66ce1b3b,1.6989139375509694,2.6940717025427148
164,4f2b219647ae6a7928590be2b709894ae2403274,1.7223138564731926,2.6999569684267044
165,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,1.7348961780080572,2.700673620449379
166,2fc96a0bc15624d7f1f74750bddffeca46f1e73c,1.7253499604994431,2.7034495159750804
167,20f22d849002d80485787adeb8a7340dab159f94,1.7352269529365003,2.706263816449791
168,cdbc935201f3c322a312e8ae8b78d044cbe27bf4,1.7188444610219449,2.728843243326992
169,5134132ae9cc9c3fba1d5420353277cf3d96eb90,1.7294853035127744,2.7023791074752808
170,c2dd245047ff2eb80972600163ecac9048d74e1f,1.734986205585301,2.7169968315865844
171,965b41d418e6100c1afae0b6f818a7ef152bc25d,1.7246335574891418,2.685124435578473
172,0b9b176dcef7f14f56dbd543c89e6da6c6b7b2e4,1.708502001943998,2.6857947694370523
173,1be88ff070cce6ac720804e861583682564f7e0d,1.7374322060495615,2.7023196981754154
174,bcce3ac27e05ffd10584c3c8c666dade21714d1f,1.727982765994966,2.7029929868876934
175,5b126f882bc90a22f7fe20518f727eafe8238d86,1.7179436271544546,2.6938005157280713
176,ad0049026f4afa5d6e8312c1a46b3777be396104,1.7416274233255535,2.7165578173007816
177,9ae4a0d1ebc52a556ed13248172e8280ad9fc6bd,1.7253336193971336,2.708456262713298
178,d5010b129e4f3714dcad04eb7115372848fbce36,1.7098075647372752,2.6851868296507746
179,b3f41eeafd2708a6b519cf3c7ba3576dfa1cc5b3,1.7267730119638145,2.721305230166763
180,637af579ef5985bd8c267817cf445aca5bb34531,1.7334416056983173,2.6989130466245115
181,e1968acbedfb312b47993ac2869a5f544383195b,1.7210706595797092,2.6875034461263567
182,974a54058fe52ead24bc54a0015d3e065f78f5e3,1.717306688427925,2.7052515710238367
183,54c2a266780c02852003330f59bf3bf20e36eaa0,1.7441575310658664,2.689351807581261
184,fed47a489e3da26fffb98a6dda32dbc9ba0f63c3,1.7301817394327372,2.6962229679338634
185,b03c575834a68f3a8dad5e2974ccee7fa76003ac,1.7134586221072823,2.6998280549887568
186,68439794b84836f43ec389be0e702ff64ee76d44,1.766449409071356,2.740508778486401
187,dfd4c9de8d849363e3d4cda7a0792ed0670165cf,1.7589065756183118,2.7141961585730314
188,5ff70eb0fd61a39207d5166479507e1b099cb707,1.716052773175761,2.707491997163743
189,1c58504eec43f9ba18ac835131fed496fb59772d,1.7163738228846341,2.688863302115351
190,1cb387128f66895b42c19578ccd60c34649de988,1.7214288099203259,2.702029924839735
191,2582c681082e6c2c74d424e255afa8efefa4f899,1.7499601712916046,2.7278966293670237
192,43ca3a5bd882dc69bca0fa777113e6821c9f44e0,1.7188477341551334,2.6975520816631615
193,22356fc0ec8ca50aeb8f40633f7c7d906a648ab8,1.7310605749953538,2.687692082952708
194,243dc1e90e59daf18b17a6a1ebb705cc7bc66e92,1.7501488535199314,2.719634434673935
195,078ac01a85c4db46e7f148829c2e0d0e0f30c36f,1.7293618130497634,2.712646138854325
196,77c5841b93873bb1d71c38be3e41cf81ede59743,1.7292300469707698,2.7074088444933295
197,f0a74b2d4e50a1b4f9d9189c6b2e31b920913a8b,1.7211327732075006,2.689491095021367
198,5d8bcae56a337d21d7bf60d042c7dff32d91b451,1.75163446017541,2.7334627178497612
199,642181c76b11bd1cc87ee7443d3ee215744df0fd,1.7470867342781276,2.708437198307365
200,f01b4e54a4b46a84a5a79b03bd2bd2f21b190f12,1.746446437900886,2.7073264811187983
201,170d1bbf566937452fd9bf14a84a69c9edb43277,1.751373694743961,2.722051077056676
202,18bfeaf2716001afa8785638a75f90259dbc8aa1,1.725739593617618,2.712198020424694
203,12f9da5615e6c1e387a9101a8923867343dfaeca,1.7149845890235156,2.702762240776792
204,3310cd0e8f1b36d7da8c1352441b1240be4bedc5,1.714074183255434,2.6770250471308827
205,9ccb42d02f7b3fb2b47854bbd4ab418676e6be42,1.7349468569736928,2.7002814346924424
206,ad5d58c29ab4793cd66afa07eed0f77c7ad59dc4,1.7151426204945892,2.7232629666104913
207,081c7230546861259bac75a316338b1c00005d5e,1.7219261995051056,2.691667367471382
208,3f6dba405c259a41e91077868f54722ef0a2a325,1.7320479007903486,2.7166439373977482
209,2ac14a153ed79377130a38e1425574e97602455e,1.717200887389481,2.705104036256671
210,8c2112dfb073c069a56d8840a21ac2ee69f920e0,1.715769561007619,2.7202978159766644
211,8626a559680d9d6e681c02e703bcaf3de389fc6d,1.7392610455863178,2.68893427378498
212,caa9b6045cedfaf0a4735bd2be55164549a4ddcf,1.7181364828720689,2.6936086567584425
213,c67396b805291e1a880084e701f160b21d2b4b1d,1.7293965364806354,2.682057824684307
214,063b3140ec3792f0420da9f386d8240693213ec9,1.7138272125739604,2.690658836858347
215,569dfcd79aeb2a584e008861e5e29b7b5115d94e,1.719300661003217,2.7108898300211877
216,0f6a3aaa34fe72586f8c66ecc4744fc960d62ae2,1.7191665393766016,2.7127602139953524
217,0ce156413feb21a4f2a8eae3b1cd954d04240edd,1.729604666121304,2.7041199582163244
218,e78d0764d414952716ec75e3c44a74359643cffc,1.730040148831904,2.697307863039896
219,76b711ad87d114f0f7926877adccf14dce04614c,1.7346564026083797,2.7131736662704498
220,42228fcb513c08729f822fa6be70e16a7a68067f,1.7067438655067235,2.7184223940130323
221,1f3650643f341af8ca5c12529a479d73d3103895,1.724370023002848,2.7030034048948437
222,9005d7df9b644b3b3de55118b7f7ffa026e4284b,1.7105984336230904,2.6879343665204942
223,51d1a99a84f5e2183b79dcc04713ffd90cb0caf2,1.7215691986493766,2.736017160350457
224,8f7adad487ebac177964a577f5d263da975d8333,1.7278316565789282,2.7026303354650736
225,3ac8f65681e2ee55c8b8bbb25f1d4aacba07d9bc,1.7298658180516213,2.689613329479471
226,e44d0ecad9a8565b5f159c674e2001e725e58bfc,1.7311338696163148,2.7051768980454654
227,4b9f7b54219c1a653ca8fa2fb53f96ea54a765d8,1.7234641953837126,2.6948727767448872
228,b489287af94b32d6a6d550c6e05f1cf92adf3248,1.72019285405986,2.6826160713098943
229,efa7bad30d92f5f58448e753b3d280d3bea157be,1.709600802976638,2.6893744084518403
230,c6916f44904b46c7c7bdb92ceb5242f3f6e00474,1.7132245521061122,2.6734076510183513
231,fc1f196584ff6dd530982febba2322679317c632,1.710633732844144,2.689185478258878
232,c31ba764540a12843b3caf711b447fe3e08c5a46,1.7499067415483296,2.694987811613828
233,52c9e6f2e3e72081576fc7f629fe3eb0c67b143b,1.7321291449479759,2.6980474940501153
234,b38ccec64c502579f48c1fc13d0b34f689171f25,1.7341503188945353,2.688852901570499
235,40d5ce5437db00f6507580651ec5c6dffc161134,1.7280832179822028,2.6988176624290645
236,0b516d28e606d97266a95234a8deea268ecc3ec8,1.738607486244291,2.71717790979892
237,e51992aa22f9868ac4ab09608c5ba98cc93fb590,1.724228447303176,2.7141108848154545
238,73e7d8e82efde0fbed5b888f31bd894d5d7d6936,1.710855484008789,2.7217775001190603
239,11c1e161be588da14a501f54d8a3974bee7a03f3,1.731433148495853,2.698471551761031
240,1d598997543637b9882d1663117b573210a20583,1.7407440259121358,2.7419520751573145
241,99d056fde04538ffacc877cfaea926ab979ea824,1.7127476441673934,2.7091307737864554
242,2f790d8768095a7c237794eaff31b8ae4a0411f9,1.7229394810274243,2.696969439741224
243,9eb7560e77c43af561f5242cf30df6b1d7442e83,1.7063782797195017,2.7041548965498805
244,8dfaa4a5e0ca329e16a853d5982ea5af5d044b47,1.7174590327776968,2.6986168646253645
245,482625dd29b4f3f3c43a731611063286f8bffb73,1.7382478038780391,2.7097421414218843
246,dc854841806549086812aeeaa6d5c2e98799a4be,1.7211755942553282,2.707129710819572
247,cf7b712691a960cbcd6a744350c83a95f8d0154e,1.7366494638845325,2.7143141929991543
248,b57c5349442d11f7f72aacec299e2c6740ec0a32,1.717142307665199,2.7035885229706764
249,630f094b99afa8c693652066a3fb8918b9f3e142,1.7132053412497044,2.688341013621539
250,897431cc9207af9cbc34ce6295dd44256aad5db0,1.7339097978547215,2.704071338288486
