,hash,"n-1,mode-block","n-1,mode-copy","n-10,mode-block","n-10,mode-copy","n-100,mode-block","n-100,mode-copy"
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.0001267467257382189,5.216804451193293e-06,0.0005489118739205878,9.976808893649529e-05,1.1225314000039361,0.33408684900496155
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,4.8899230087769374e-05,5.4967211885707355e-06,0.0004662289375119144,0.00010040521123705225,1.0953412125090836,0.3333993810083484
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,4.831639761548667e-05,5.33011902506157e-06,0.0010294089988747146,0.00010096529990227686,1.0922861259896308,0.33445563350687735
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,4.828885979906908e-05,5.309794031057854e-06,0.001031517562296358,9.974934445280167e-05,1.119211389494012,0.3349057379818987
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,4.842695543715214e-05,5.280270072865984e-06,0.0010256236873829039,0.00010006307792435917,1.0903720635105856,0.3421192055102438
5,71555c48be7f07833bd540dacb50deb8069b551f,4.821236136856235e-05,5.507178064278783e-06,0.0010365341240685666,0.00010006315553457373,1.0997452110023005,0.33355681151442695
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,4.7618468440985224e-05,5.3126094414633825e-06,0.0010174361868848791,0.00010011807769640452,1.0909904119907878,0.3334236724913353
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,4.895702336270745e-05,5.307343015062747e-06,0.001037747373629827,9.992423325052693e-05,1.0906404469860718,0.34318484501272906
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,4.7225889126133866e-05,5.300913303983143e-06,0.00045741818757960573,9.938884468283505e-05,1.0894490515056532,0.33546970901079476
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,4.937106404691864e-05,5.470856749281554e-06,0.0010196563744102605,9.995021100621671e-05,1.0965423794987146,0.33361169950512704
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,4.8684479191218054e-05,5.656264222972668e-06,0.0010327244381187484,0.00010052388626552948,1.142797732987674,0.33381276699947193
11,fca7a15f30776ebce9e6814eb927e837f567a518,4.842846067697758e-05,5.4621667493671985e-06,0.001033154187098262,0.00010047334459765503,1.0970768209954258,0.3355408830102533
12,26311ed7bf80e02c827189e80084602d72e4f284,4.885612322331601e-05,5.532282329559925e-06,0.0010242278731311671,0.00010002687760990941,1.0931222540093586,0.3352240475069266
13,b5e01bcb668da0413170a886c258e00d2540e752,4.7926727314585486e-05,5.8833208153668016e-06,0.0010364473127992824,0.0001010150444926694,1.0999917604931397,0.33448761301406194
14,ab30683fe1277a7fd471be63975a02ed8d766f94,4.914328534175852e-05,5.347296432416832e-06,0.0010347683128202334,0.00010257433330278015,1.127172929001972,0.3516273595014354
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,4.933756575976476e-05,5.83556371036034e-06,0.0010344146430725232,0.0001024559747747844,1.1508896625018679,0.3435253190109506
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,7.565817973470966e-05,5.994554844530249e-06,0.000689548928806159,0.00010714356123083611,1.6342200735089136,0.3981305190100102
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.00016211022847090607,9.18805698874923e-06,0.00123565350077115,0.0001222856950423703,0.4907645820057951,0.36337630850903224
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,5.860398232471198e-05,1.186752597761409e-05,0.0007049349151202478,0.00014560701775139775,0.49989208098850213,0.3825893589964835
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,5.27376034342927e-05,5.772112192634019e-06,0.0005897219980397495,0.00010366776813298645,0.4650696245080326,0.35168582999904174
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,5.401433069588772e-05,5.602735502179712e-06,0.0010887474363698857,0.00010530423870394853,0.4789809174981201,0.35997810450498946
21,85d64e375f53f6028519d3aaad0b421934dcbe24,5.075972700763746e-05,5.4052454583751525e-06,0.001024158938889741,0.00010007492032441819,0.44178187499346677,0.3347088174923556
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,7.920851116503046e-05,6.034356631388952e-06,0.0005037230002926663,0.00010136995479115285,0.4410795455041807,0.33438081201165915
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,7.805062865800746e-05,6.286156942708104e-06,0.001073788624125882,0.0001006249445102488,0.4419671225041384,0.33548560600320343
24,06da877ceae914a875bd1a55cd8e271332358803,7.875468380756073e-05,6.119863262647012e-06,0.0010625167487887666,0.0001008736891283964,0.4402803864941234,0.335403557997779
25,8529dfaaec65248420faffe095bac03c23881735,7.805068528762569e-05,5.647040594066243e-06,0.000498235436680261,0.00010066823828806676,0.44102050899527967,0.33467905649740715
26,171a3e5811e43643788c20075be9ba52efb83b81,7.917364933719137e-05,5.706470316605798e-06,0.001068332438080688,0.00010144214449812555,0.4427402535075089,0.3360398415097734
27,5bf9ab98edd254dee1162d6f1863053e040cf828,8.086269998994585e-05,5.596097186453348e-06,0.001072101686077076,0.00010409486680550294,0.46643343100731727,0.3532247334951535
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,7.814460001939622e-05,5.8582481404549005e-06,0.0010668770628399216,0.0001009354660213417,0.4404469569999492,0.33502300499822013
29,37a1ad069a800f5ef98286f25fb3fb632375168d,5.992775004415307e-05,6.151316841838723e-06,0.0010417276243970264,0.00010109646633888284,0.4420283294894034,0.33412130099895876
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,6.071544187360032e-05,6.434637578793167e-06,0.0010455903120600851,0.00010178937809541821,0.4542749349930091,0.3343583735113498
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,5.97680908950596e-05,6.253504334959724e-06,0.0010492164983588737,0.00010172757968327707,0.4421444280160358,0.334921542511438
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,5.950486772873e-05,6.090493672058896e-06,0.0010378774986747885,0.00010134877779314087,0.44296116549230646,0.33394753850006964
33,53adf81bc503d749b13160a27e49160c5bbe48d7,6.053815788129203e-05,6.097349297797897e-06,0.0004762559401569888,0.00010196026673333513,0.44008720299461856,0.3345369335002033
34,49e00940a82f9590d774539cd188b634c29fc39f,6.106603083598397e-05,6.150624172373132e-06,0.0005082820007373812,0.00010312367091749118,0.4595940605067881,0.34616799201467074
35,7b9b41a4c7dbd7b719d62f343f57f841f5809693,7.201653719044575e-05,6.342499356481969e-06,0.0004747170623886632,0.0001017277445902841,0.43927437500678934,0.3354330834990833
36,ae88e02a48c4744afd22c63be388870037f3c84c,6.005611837588075e-05,6.262883361394424e-06,0.00047634918519179337,0.00010116350015530108,0.44067325700598303,0.334044871997321
37,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,5.970237783582309e-05,6.336781760762655e-06,0.0010312364993296796,0.00010103758896649298,0.440319413508405,0.3369826410053065
38,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,5.8698390490830656e-05,5.831485552608666e-06,0.0010349591248086654,0.00010150038658387282,0.44064106850419194,0.3359221599966986
39,a5e5e51187d4476841503ce816924ea99936dba0,5.9378278406670276e-05,5.834211423934437e-06,0.0010288830626450363,0.00010065778405987658,0.43985946848988533,0.3342527315035113
40,b69cf68a24cffea0a884a102da1797755de8f022,5.981675584574559e-05,6.011849859846145e-06,0.001031063374284713,0.00010139128894984928,0.44323677600186784,0.3351621334950323
41,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,6.909208811769284e-05,7.433352434339229e-06,0.0010953078763122903,0.00011176674391807443,0.47852066150517203,0.3604153909982415
42,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,6.225622754194077e-05,5.9228648393067315e-06,0.0010453320002332994,0.00010326166266168002,0.4702063965014531,0.3627269585049362
43,0ce156413feb21a4f2a8eae3b1cd954d04240edd,6.078263316248384e-05,6.41159894163198e-06,0.0010441060630910215,0.00010276965903441041,0.442638854496181,0.3352949015024933
44,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,6.782200332963839e-05,6.400220765781637e-06,0.0010703139289814445,0.0001101922000608673,0.4939086824961123,0.35620742800529115
45,a6b4b2bdd6baf2afde27284097426e93912452e9,6.064082747250414e-05,5.849747174008911e-06,0.0010608481252347701,0.0001253901033939248,0.48476725650107255,0.34822355049982434
46,c8a5ff07e5bda47eab870671634b107da5ab7934,5.896326985583238e-05,6.2862424064609375e-06,0.0010419660620755167,0.00010132744335516526,0.4409951505076606,0.33469157100626035
47,fafd123410f1ad5c47341c66d8ea4cf541165e77,5.84931355768862e-05,5.791126426195948e-06,0.001042754687659908,0.00010105655680738644,0.44236968499899376,0.3373229314966011
48,9765987c2ade250c82bfeaba49d1f9301211d63a,6.358970131259412e-05,6.387022535325721e-06,0.0010540570718668668,0.00010525624990502061,0.4689077220027684,0.33872716400946956
49,dbf37449935bced333a3999afa860aaf304ab1a1,7.67917870375023e-05,6.380111558713359e-06,0.0011681232146137127,0.00010823411901669932,0.4923001549905166,0.3686999050041777
50,e1863f3582e3e8870205f8a9d1ed1cef1bf536b4,9.876818439806812e-05,9.68538666563582e-06,0.0011937758117710473,0.00012819954749180136,0.5018247749976581,0.3554771420022007
51,70f4309a155808d3a60a9a71db2d9482c1ec3ad7,6.487911641041297e-05,6.27184446707944e-06,0.001067987070460471,0.00010430087813136463,0.466500566501054,0.34907777949410956
52,bb6b86e2afe88b371badfcefe298945002e47006,6.411182102179558e-05,6.653599324600582e-06,0.0010448438752064249,0.0001016548750075427,0.4416093670006376,0.33458921950659715
53,5c3762157a0cd7a6a036a2144a5fbfc5278a919d,6.379624847444117e-05,6.312992925230438e-06,0.0010627035626384895,0.00010147493181152227,0.44384658350463724,0.3345135549971019
54,e0ffe3572b37190d9da5b1d07057e4e038bd3197,6.545974847652086e-05,7.008772957213467e-06,0.001159876062956755,0.00010786765467076163,0.47760066349292174,0.35994093049521325
55,cfb6a4d88d88307d507a86d1d70cd7d84c611406,6.252423824180904e-05,5.7955186830919335e-06,0.0010539184377194033,0.00010040743347619556,0.44389801250508754,0.33671313949889736
56,d4f7d9e215773e979eb43a1e5a3cbb51f96bd09d,6.354311472558252e-05,6.043272752765221e-06,0.001087705313693732,0.00011728809688300375,0.47479920749901794,0.36278187899733894
57,bec2b07db5c999721d2d2c10334f3afe78aaadd9,6.103662946021787e-05,5.6044373044821336e-06,0.0010427420629639528,0.00010030429984908551,0.4423211329994956,0.3346652219988755
58,5ca0ef6272ef3eabe2feb4049b7cb05a52516495,9.883905191340351e-05,8.968914761362507e-06,0.0015793212502709744,0.00014538418979319776,0.49967830300010974,0.3549881109938724
59,cb557b79fa0ce467c881830f8e8e042c484ccfaa,6.260109876166098e-05,5.4857989868991115e-06,0.001085648624211899,0.00010490021408518909,0.4845368839960429,0.35903522549779154
60,badbf70324274bdb4299d8c64d3d83a26be2d4c0,8.707623691359339e-05,6.099265229377493e-06,0.0011382541251805378,0.00010875226178627817,0.49922770349803613,0.3663693109920132
61,4c780c2d4b35a54cf45ca7d931efcaca73d0bf24,9.930432667412485e-05,9.0149029899784e-06,0.0008988467016024515,0.0001231187140677191,0.4743974870070815,0.3392090540000936
62,3c91a3e1704c8aa7f1258aa30892040df9d952f4,6.584090996235002e-05,6.114386447921753e-06,0.0011095761246906477,0.00011371256098244908,0.46715239599870984,0.3724623005036847
63,fe3d717080e812383900507168a6bd7093c4e434,6.0952648286623774e-05,5.500890933994874e-06,0.0010451135626681207,0.0001014801889444546,0.4422223094989022,0.33465802050341154
64,0cb9f7f7aa8f4255fafb5431dcc595ce183bc376,6.178966566905552e-05,5.887673668065984e-06,0.0010589365001578699,0.000101697392806056,0.442316986998776,0.33556353700259933
65,e69faef03428b82f5651a5fb521610ddea2bd22a,6.696573718027839e-05,6.394181932942397e-06,0.0010587679998934618,0.0001034409666317515,0.4704670650025946,0.35301387350045843
66,092905febd53742d2a700322f88b652d6a5fd4fb,6.450066970446091e-05,6.240093748561551e-06,0.0010679373749553633,0.00010546849993665495,0.48426405700229225,0.35167810100028873
67,6cd4b015dfd512fb4bc9d2e06a0f0cef4503582b,0.00011543469372554682,1.005905494186288e-05,0.000945138800307177,0.00012602932136880033,0.5030796255014138,0.3544385919958586
68,3544fae2859d8ecac378b9ddc8f909c69455a831,6.506860249235456e-05,5.6368239951798944e-06,0.0011099114371972973,0.00010580735718013741,0.49122349649769603,0.36017601900312
69,05fcb6544f72ea173011a77cee14d72979ffe293,0.00010176023585339657,9.750687040001982e-06,0.0015175482494669268,0.00014221721943524643,0.4695797884960484,0.33804753400181653
70,f4ef0fd5d97afc7788c46eb51889e90623f5577e,0.00010107506962332439,6.604676434635274e-06,0.0010585023128442117,0.0001037533903599535,0.45319014550113934,0.3434865524977795
71,5cc7ef066fca7a821a2160b095578384c301ae3c,6.630458545582251e-05,6.457165973907828e-06,0.0011091297856182791,0.00011172919509656977,0.48132636299851583,0.3563224725003238
72,c6d2aae8a92371bc9f7ddda990176fb014adb0d7,7.872468183848483e-05,6.408862227189861e-06,0.0012117365004087333,0.00010868883755392744,0.4971605120008462,0.3732863909972366
73,e3b831cd85e2f4d73b0db8e8d501828b50a96c64,6.665933871127273e-05,6.119221139047217e-06,0.0010985694375449384,0.00010566057140489907,0.50769685150226,0.37377524000112317
74,b3a7a69a198a8385735584b88408c91a1eef5a4b,6.588504113350137e-05,6.168066325934436e-06,0.0012600315001236595,0.00012624784522770262,0.4882173035002779,0.35603663899746607
75,bc6a6084f6e49bd78c12508131395304a63cc6ca,6.645983964100087e-05,6.4163371046725355e-06,0.0005519697501767951,0.0001096808452660168,0.504563121998217,0.3573644850002893
76,c0d36c88b8b525f5869eefd893d1d77ffe41903e,6.453595981131204e-05,5.844308513028099e-06,0.0004902943128399784,0.00010108988631559028,0.4448846755112754,0.33510996801487636
77,bcdfd208a9b99036cc6e379180c3242b08dedc47,6.407471514786734e-05,6.2252700685427505e-06,0.0004860674380324781,0.00010179795472967353,0.4441933545022039,0.3351701515057357
78,49c560c22f137907ea6a240591e49b004f28444b,6.35037994399823e-05,6.055338671855192e-06,0.0004890347499895142,0.00010154535200192846,0.4428355609998107,0.33474974099954125
79,45fb3a28100d509b695f432cf100f36f0e4c2f9f,6.482101234271891e-05,5.927530051772387e-06,0.0004957299388479441,0.00010144122709541328,0.4414976050029509,0.33461084400187247
80,273b7fe0a94ae3a8ac96f4b34a396a8d3584c210,6.377183133034957e-05,6.3287761560127375e-06,0.0004859117507294286,0.00010224112503981979,0.44149270199704915,0.33495948399649933
81,8840d950e0eedf2eadb96d9867d8f8341e51aaac,6.486372673314249e-05,6.078841314293502e-06,0.0004998020631319378,0.00010463309081387706,0.44240785199508537,0.33420096049667336
82,9d9cc5ca473d52eeda693a254fc0a1cbd4f4f1c4,6.935508539340212e-05,6.367934320143853e-06,0.0005193625620449893,0.00010646467853803188,0.48052169851143844,0.36217449250398204
